latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
20.85986,-103.64631,327.42,1.18,1.08,2022-04-22,1739,T,21,6.1NRT,313.7,11.65,D
20.85027,-103.64816,328.55,1.18,1.08,2022-04-22,1739,T,47,6.1NRT,312.5,13.36,D
20.17066,-102.47343,326.35,1.41,1.18,2022-04-22,1739,T,67,6.1NRT,305.99,18.67,D
20.16544,-102.48083,321.26,1.41,1.18,2022-04-22,1739,T,40,6.1NRT,305.77,8.56,D
20.24007,-103.62963,340.33,1.21,1.09,2022-04-22,1739,T,87,6.1NRT,312.23,36.22,D
20.2834,-105.13988,320.53,1.05,1.02,2022-04-22,1739,T,58,6.1NRT,306.47,9.34,D
20.28185,-105.12974,324.4,1.05,1.02,2022-04-22,1739,T,73,6.1NRT,307.14,13.57,D
19.87873,-103.04813,318.1,1.32,1.14,2022-04-22,1739,T,27,6.1NRT,300.36,14.74,D
19.83043,-103.13203,340.01,1.3,1.13,2022-04-22,1739,T,88,6.1NRT,303.54,48.24,D
19.82823,-103.11889,369.18,1.31,1.13,2022-04-22,1739,T,100,6.1NRT,306.88,152.41,D
19.92117,-103.88352,324.62,1.18,1.08,2022-04-22,1739,T,72,6.1NRT,307.45,14.53,D
19.89586,-103.91039,357.22,1.18,1.08,2022-04-22,1739,T,98,6.1NRT,309.94,81.97,D
19.58818,-102.47317,321.16,1.45,1.19,2022-04-22,1739,T,44,6.1NRT,305.08,9.95,D
19.20106,-100.82822,325.32,1.91,1.35,2022-04-22,1739,T,76,6.1NRT,306.37,24.91,D
19.20015,-100.96191,325.95,1.87,1.34,2022-04-22,1739,T,73,6.1NRT,304.25,32.04,D
19.15792,-100.93182,326.24,1.89,1.34,2022-04-22,1739,T,54,6.1NRT,305.17,25.16,D
19.15277,-100.93867,323.69,1.89,1.34,2022-04-22,1739,T,57,6.1NRT,305.28,17.96,D
19.51544,-103.21307,323.39,1.3,1.13,2022-04-22,1739,T,70,6.1NRT,301.75,18.21,D
19.51341,-103.2007,327.74,1.31,1.13,2022-04-22,1739,T,77,6.1NRT,302.85,26.79,D
19.48902,-103.30282,324.09,1.29,1.13,2022-04-22,1739,T,56,6.1NRT,308.38,9.55,D
19.01239,-100.57143,322.79,2.02,1.38,2022-04-22,1739,T,64,6.1NRT,307.1,18.03,D
19.76668,-105.08512,330.28,1.06,1.03,2022-04-22,1739,T,80,6.1NRT,308.37,15.68,D
19.33243,-102.53644,331.69,1.45,1.19,2022-04-22,1739,T,80,6.1NRT,308.79,26.16,D
19.32093,-102.96186,326.86,1.36,1.15,2022-04-22,1739,T,29,6.1NRT,308.95,13.53,D
19.24322,-102.48959,325.06,1.46,1.19,2022-04-22,1739,T,54,6.1NRT,305.84,19.13,D
18.99398,-101.08771,324.75,1.85,1.33,2022-04-22,1739,T,70,6.1NRT,306.6,19.87,D
18.96154,-101.04179,324.17,1.87,1.34,2022-04-22,1739,T,55,6.1NRT,306.42,17.26,D
18.94967,-101.04388,338.26,1.87,1.34,2022-04-22,1739,T,86,6.1NRT,306.63,64.02,D
19.27398,-103.24636,326.6,1.31,1.13,2022-04-22,1739,T,71,6.1NRT,299.33,28.22,D
18.93473,-101.34902,326.35,1.78,1.31,2022-04-22,1739,T,70,6.1NRT,309.71,21.62,D
18.90563,-101.31941,324.42,1.79,1.31,2022-04-22,1739,T,59,6.1NRT,307.92,14.36,D
18.76411,-100.73259,349.73,1.98,1.37,2022-04-22,1739,T,94,6.1NRT,306.58,126.82,D
18.76088,-100.71482,335.94,1.99,1.38,2022-04-22,1739,T,64,6.1NRT,305.85,59.56,D
18.68121,-100.41968,329.72,2.1,1.41,2022-04-22,1739,T,74,6.1NRT,303.45,42.86,D
18.76109,-100.73936,335.26,1.98,1.37,2022-04-22,1739,T,83,6.1NRT,306.8,56.17,D
18.75806,-100.72206,339.18,1.99,1.38,2022-04-22,1739,T,75,6.1NRT,304.37,72.67,D
18.71553,-100.4791,327.68,2.08,1.4,2022-04-22,1739,T,59,6.1NRT,304.14,32.66,D
18.68037,-100.42582,324.98,2.1,1.41,2022-04-22,1739,T,69,6.1NRT,304.17,30.14,D
18.67706,-100.40723,321.21,2.11,1.41,2022-04-22,1739,T,40,6.1NRT,302.98,16.42,D
19.01367,-102.48351,324.81,1.47,1.2,2022-04-22,1739,T,63,6.1NRT,308,13.27,D
19.06085,-102.95474,328.44,1.37,1.16,2022-04-22,1739,T,63,6.1NRT,309.48,15.27,D
19.05864,-102.94168,326.96,1.37,1.16,2022-04-22,1739,T,54,6.1NRT,309.31,11.33,D
18.66147,-100.81423,330.51,1.96,1.37,2022-04-22,1739,T,65,6.1NRT,307.57,36.75,D
18.67364,-100.91039,327.55,1.93,1.36,2022-04-22,1739,T,39,6.1NRT,309.94,21.93,D
19.05929,-103.31172,330.65,1.31,1.13,2022-04-22,1739,T,77,6.1NRT,305.15,27.35,D
19.04905,-103.31243,325.37,1.31,1.13,2022-04-22,1739,T,65,6.1NRT,306.43,16.99,D
19.02869,-103.3146,331.33,1.31,1.13,2022-04-22,1739,T,77,6.1NRT,308.2,25.47,D
19.03445,-103.47285,325.14,1.28,1.12,2022-04-22,1739,T,51,6.1NRT,309.18,11.96,D
18.90745,-103.32259,322.51,1.31,1.14,2022-04-22,1739,T,50,6.1NRT,305.52,9.79,D
18.86916,-103.34223,353.45,1.31,1.13,2022-04-22,1739,T,96,6.1NRT,306.5,84.56,D
18.86708,-103.32961,323.47,1.31,1.14,2022-04-22,1739,T,67,6.1NRT,305.37,12.5,D
18.66212,-102.30933,328.37,1.54,1.22,2022-04-22,1739,T,75,6.1NRT,305.89,28.15,D
18.66032,-102.31611,324.31,1.54,1.22,2022-04-22,1739,T,69,6.1NRT,305.87,20.32,D
18.63893,-102.18794,322.05,1.57,1.23,2022-04-22,1739,T,49,6.1NRT,305.45,12.73,D
18.76694,-103.02806,326.45,1.37,1.16,2022-04-22,1739,T,71,6.1NRT,303.05,25.23,D
18.73516,-102.89953,320.47,1.4,1.17,2022-04-22,1739,T,36,6.1NRT,304.41,17.61,D
18.63662,-102.30827,329.39,1.54,1.22,2022-04-22,1739,T,77,6.1NRT,304.53,30.22,D
18.73247,-103.3261,322,1.32,1.14,2022-04-22,1739,T,37,6.1NRT,304.93,13,D
18.73052,-103.31448,324.81,1.32,1.14,2022-04-22,1739,T,68,6.1NRT,303.08,18.32,D
18.65766,-102.88459,333.47,1.41,1.17,2022-04-22,1739,T,82,6.1NRT,304.56,40.16,D
18.73254,-103.31962,328.48,1.32,1.14,2022-04-22,1739,T,68,6.1NRT,304.6,23.52,D
18.65202,-102.89091,330.92,1.41,1.17,2022-04-22,1739,T,79,6.1NRT,305.41,32.16,D
18.64994,-102.87828,328.38,1.41,1.18,2022-04-22,1739,T,76,6.1NRT,305.3,25.44,D
18.58268,-102.66893,322.02,1.46,1.19,2022-04-22,1739,T,64,6.1NRT,304.81,15.1,D
18.58042,-102.65551,321.41,1.46,1.19,2022-04-22,1739,T,63,6.1NRT,304.98,13.92,D
18.64701,-103.11778,323.84,1.36,1.16,2022-04-22,1739,T,70,6.1NRT,304.16,20.28,D
18.66392,-103.28254,322.2,1.33,1.14,2022-04-22,1739,T,67,6.1NRT,302.76,14.93,D
18.67052,-103.57051,319.97,1.28,1.12,2022-04-22,1739,T,64,6.1NRT,302.33,13,D
17.93182,-99.6532,327.36,2.49,1.52,2022-04-22,1739,T,77,6.1NRT,304.29,55.02,D
18.48624,-102.90116,340.72,1.41,1.18,2022-04-22,1739,T,89,6.1NRT,302.89,58.63,D
18.48384,-102.88704,368.26,1.42,1.18,2022-04-22,1739,T,100,6.1NRT,307.33,167.34,D
18.47882,-102.89515,317.03,1.42,1.18,2022-04-22,1739,T,43,6.1NRT,302.95,9.88,D
18.49617,-103.32224,319.61,1.33,1.14,2022-04-22,1739,T,48,6.1NRT,301.06,13.27,D
18.50792,-103.51859,332.31,1.29,1.13,2022-04-22,1739,T,82,6.1NRT,302.93,33.25,D
17.90648,-100.07805,322.32,2.31,1.47,2022-04-22,1739,T,67,6.1NRT,303.14,28.43,D
18.16509,-101.91142,321.62,1.67,1.27,2022-04-22,1739,T,67,6.1NRT,303.92,16.64,D
18.38889,-103.29566,321.61,1.34,1.15,2022-04-22,1739,T,69,6.1NRT,302.33,13.37,D
18.38672,-103.28262,328.23,1.34,1.15,2022-04-22,1739,T,78,6.1NRT,302.21,24.83,D
18.28469,-102.73977,360.81,1.46,1.19,2022-04-22,1739,T,100,6.1NRT,307.87,135.1,D
18.28232,-102.72586,323.35,1.46,1.19,2022-04-22,1739,T,70,6.1NRT,304.78,17.48,D
18.27156,-102.7269,338.92,1.46,1.19,2022-04-22,1739,T,88,6.1NRT,306.12,53.4,D
18.2694,-102.71424,321.94,1.46,1.2,2022-04-22,1739,T,69,6.1NRT,304.1,14.76,D
18.26552,-102.72036,325.67,1.46,1.2,2022-04-22,1739,T,73,6.1NRT,304.77,20.12,D
18.12638,-102.35537,324.52,1.56,1.23,2022-04-22,1739,T,74,6.1NRT,303.3,22.3,D
18.12383,-102.34055,321.92,1.56,1.23,2022-04-22,1739,T,70,6.1NRT,303.61,16,D
18.0992,-102.67124,316.79,1.48,1.2,2022-04-22,1739,T,36,6.1NRT,301.62,8.33,D
18.08848,-102.67296,317.63,1.48,1.2,2022-04-22,1739,T,56,6.1NRT,300.73,9.98,D
44.15325,-103.11711,314.61,1.15,1.07,2022-04-22,1732,T,54,6.1NRT,288.2,13.43,D
40.48846,-104.64701,327.02,1.2,1.09,2022-04-22,1732,T,72,6.1NRT,314.7,9.45,D
35.679,-96.29401,312.36,1.74,1.29,2022-04-22,1734,T,44,6.1NRT,293.74,14.55,D
36.81943,-104.44775,322.37,1.09,1.04,2022-04-22,1734,T,68,6.1NRT,308.53,7.61,D
36.33775,-104.9987,411.93,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,317.04,386.17,D
36.33624,-104.98643,408.28,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,316.93,354.06,D
36.33474,-104.97424,355.09,1.12,1.06,2022-04-22,1734,T,97,6.1NRT,304.77,77.18,D
36.33326,-104.96223,318.04,1.12,1.06,2022-04-22,1734,T,34,6.1NRT,299.58,7.89,D
36.32981,-105.01242,353.6,1.13,1.06,2022-04-22,1734,T,96,6.1NRT,303.56,74.22,D
36.32832,-105.00023,420.37,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,318.95,462.11,D
36.32682,-104.98803,407.57,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,319.73,344.59,D
36.32533,-104.97583,447.39,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,331.04,789.74,D
36.32384,-104.96372,412.57,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,313.77,384.87,D
36.32038,-105.014,376.63,1.13,1.06,2022-04-22,1734,T,100,6.1NRT,310.22,156.75,D
36.31889,-105.00181,403.94,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,318.18,315.72,D
36.3174,-104.98963,359.34,1.12,1.06,2022-04-22,1734,T,99,6.1NRT,310.67,86.24,D
36.31591,-104.97742,367.33,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,311.38,112.22,D
36.31442,-104.96531,361.09,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,307.97,88.3,D
36.31456,-105.00836,404.9,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,322.77,322.96,D
36.31305,-104.99623,343.57,1.12,1.06,2022-04-22,1734,T,74,6.1NRT,309.39,43.29,D
36.30999,-104.97194,372.97,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,313.32,133.93,D
36.30849,-104.95994,345.52,1.12,1.05,2022-04-22,1734,T,69,6.1NRT,305.71,46.33,D
36.30698,-104.94796,338.11,1.12,1.05,2022-04-22,1734,T,86,6.1NRT,304.63,34.07,D
36.30549,-104.93607,323.03,1.12,1.05,2022-04-22,1734,T,59,6.1NRT,304.75,11.39,D
36.30666,-105.02213,346.48,1.13,1.06,2022-04-22,1734,T,92,6.1NRT,304.23,53.85,D
36.30513,-105.0099,409.94,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,318.61,362.79,D
36.30059,-104.97363,355.12,1.12,1.06,2022-04-22,1734,T,86,6.1NRT,311.55,68.67,D
36.29907,-104.96152,370.13,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,313.09,119.83,D
36.29755,-104.94942,376.77,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,315.31,149.79,D
36.29606,-104.9375,378.24,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,313.36,157.22,D
36.29573,-105.01169,372.58,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,309.47,132.44,D
36.28968,-104.96323,358.34,1.12,1.05,2022-04-22,1734,T,99,6.1NRT,311.37,73.48,D
36.28816,-104.95113,353.27,1.12,1.05,2022-04-22,1734,T,96,6.1NRT,311,62.04,D
36.28666,-104.93907,360.39,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,310.58,85.37,D
36.28634,-105.01355,364.79,1.12,1.06,2022-04-22,1734,T,100,6.1NRT,308.38,103.43,D
36.27877,-104.95285,372.53,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,312.53,128.59,D
36.27726,-104.94077,360.41,1.12,1.05,2022-04-22,1734,T,100,6.1NRT,308.39,84.92,D
36.2694,-104.95468,337.57,1.12,1.05,2022-04-22,1734,T,86,6.1NRT,307.09,27.65,D
36.26789,-104.94255,330.65,1.12,1.05,2022-04-22,1734,T,79,6.1NRT,307.47,16.81,D
36.22248,-104.96346,331.33,1.12,1.05,2022-04-22,1734,T,80,6.1NRT,306.76,18.52,D
35.80132,-103.82964,414.48,1.03,1.01,2022-04-22,1734,T,100,6.1NRT,320.51,350.9,D
35.79982,-103.81856,382.67,1.03,1.01,2022-04-22,1734,T,100,6.1NRT,314.07,155.21,D
35.79364,-103.83717,324.74,1.03,1.01,2022-04-22,1734,T,64,6.1NRT,311.27,7.42,D
35.79212,-103.82598,343.8,1.03,1.01,2022-04-22,1734,T,89,6.1NRT,311.97,36.03,D
35.74799,-105.50499,433.06,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,305.18,636.14,D
35.74652,-105.49275,383.48,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,305.65,201.38,D
35.74499,-105.47996,355.76,1.16,1.07,2022-04-22,1734,T,97,6.1NRT,298.86,85.05,D
35.73849,-105.50717,499.97,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,332.47,1993.01,D
35.73703,-105.49493,456.18,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,323.11,978.21,D
35.73551,-105.48223,348.18,1.16,1.07,2022-04-22,1734,T,93,6.1NRT,300.69,60.66,D
35.73568,-105.51427,406.24,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,303.78,356.62,D
35.73417,-105.50195,499.97,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,334.99,1991.55,D
35.73266,-105.48964,360.19,1.16,1.07,2022-04-22,1734,T,100,6.1NRT,304.69,98.62,D
35.73107,-105.47681,343.18,1.16,1.07,2022-04-22,1734,T,90,6.1NRT,299.88,52.82,D
35.72948,-105.464,323.19,1.16,1.07,2022-04-22,1734,T,64,6.1NRT,297.35,18.69,D
35.72316,-105.49163,325.9,1.16,1.07,2022-04-22,1734,T,68,6.1NRT,299.1,21.36,D
37.93712,-76.90933,313.94,2.91,1.63,2022-04-22,1739,A,55,6.1NRT,289.72,52.09,D
37.93813,-76.91383,309.51,2.91,1.63,2022-04-22,1739,A,22,6.1NRT,288.43,32.74,D
40.76698,-74.62276,321.05,1.8,1.31,2022-04-22,1739,A,79,6.1NRT,294.52,38.93,D
40.76264,-74.64336,322.62,1.8,1.32,2022-04-22,1739,A,80,6.1NRT,294.62,42.83,D
41.6968,-70.56176,317.69,1.11,1.05,2022-04-22,1739,A,75,6.1NRT,298.61,13.36,D
41.60333,-71.44199,308.01,1.2,1.09,2022-04-22,1739,A,47,6.1NRT,295.22,5.11,D
46.91129,-119.63536,308.57,1.2,1.09,2022-04-22,1908,T,50,6.1NRT,295.42,6.34,D
45.09957,-123.39655,300.26,1.01,1.01,2022-04-22,1910,T,14,6.1NRT,287.49,2.73,D
38.83963,-121.95271,333.6,1.33,1.14,2022-04-22,1913,T,84,6.1NRT,291.66,47.68,D
17.90005,-100.01073,325.45,4.71,1.99,2022-04-22,2049,A,73,6.1NRT,303.82,74.05,D
17.91837,-100.00705,337.46,4.71,1.99,2022-04-22,2049,A,88,6.1NRT,306.23,216.27,D
17.914,-100.05241,329.52,4.68,1.98,2022-04-22,2049,A,82,6.1NRT,306.41,115.96,D
17.89832,-100.0145,323.28,4.71,1.99,2022-04-22,2049,A,63,6.1NRT,303.92,50.43,D
17.9165,-100.0118,340.88,4.71,1.99,2022-04-22,2049,A,85,6.1NRT,306.54,265.92,D
17.91252,-100.05612,327.67,4.68,1.98,2022-04-22,2049,A,79,6.1NRT,306.54,93.65,D
18.271,-102.73544,322.66,2.96,1.64,2022-04-22,2049,A,61,6.1NRT,302.99,42.63,D
18.27283,-102.74413,320.17,2.96,1.64,2022-04-22,2049,A,48,6.1NRT,302.98,32.98,D
18.62415,-100.51981,325.18,4.41,1.93,2022-04-22,2049,A,48,6.1NRT,303.69,68.54,D
18.62746,-100.52661,328.29,4.41,1.93,2022-04-22,2049,A,64,6.1NRT,303.73,96.81,D
18.52591,-102.16994,328.63,3.3,1.72,2022-04-22,2049,A,74,6.1NRT,303.53,72.74,D
18.52251,-102.20451,330.55,3.28,1.71,2022-04-22,2049,A,77,6.1NRT,301.23,89.37,D
18.93003,-101.27644,329.63,3.9,1.84,2022-04-22,2049,A,75,6.1NRT,305.41,80.75,D
18.73746,-103.32083,322.63,2.71,1.58,2022-04-22,2049,A,60,6.1NRT,302.46,40.93,D
18.73506,-103.34328,319.87,2.7,1.57,2022-04-22,2049,A,38,6.1NRT,302.46,29.52,D
18.92094,-101.28347,331,3.9,1.84,2022-04-22,2049,A,77,6.1NRT,306.12,98.13,D
18.74282,-103.32806,324.44,2.71,1.58,2022-04-22,2049,A,66,6.1NRT,302.07,48.35,D
18.97376,-101.25163,325.92,3.92,1.84,2022-04-22,2049,A,69,6.1NRT,306.09,47,D
19.43562,-103.01709,324.23,2.93,1.63,2022-04-22,2049,A,65,6.1NRT,306.84,37.66,D
19.58042,-102.78245,336.26,3.06,1.66,2022-04-22,2051,A,85,6.1NRT,306.85,118.53,D
19.57705,-102.81601,327.21,3.05,1.66,2022-04-22,2051,A,74,6.1NRT,305.47,57.02,D
19.57884,-102.78842,333.33,3.06,1.66,2022-04-22,2051,A,82,6.1NRT,306.82,96.48,D
19.57582,-102.82086,322.11,3.05,1.66,2022-04-22,2051,A,64,6.1NRT,305.26,28.57,D
19.61117,-105.05693,324.4,2.06,1.4,2022-04-22,2051,A,66,6.1NRT,306.75,26.32,D
22.40296,-104.56496,332.38,2.46,1.51,2022-04-22,2051,A,74,6.1NRT,313.56,53.31,D
22.4116,-104.576,333.65,2.46,1.51,2022-04-22,2051,A,72,6.1NRT,313.85,58.23,D
22.59324,-104.19417,329.42,2.64,1.56,2022-04-22,2051,A,63,6.1NRT,309.85,56.9,D
22.9097,-105.56924,328,2.1,1.41,2022-04-22,2051,A,37,6.1NRT,312.64,31.48,D
22.90764,-105.58901,339.99,2.09,1.41,2022-04-22,2051,A,86,6.1NRT,313.69,78.49,D
22.99989,-105.56631,321.75,2.11,1.41,2022-04-22,2051,A,35,6.1NRT,305.95,19.79,D
23.49154,-105.58681,327.19,2.14,1.42,2022-04-22,2051,A,53,6.1NRT,308.99,38.42,D
23.49091,-105.59212,324.88,2.14,1.42,2022-04-22,2051,A,58,6.1NRT,309.01,30.93,D
23.50369,-105.59273,324.97,2.14,1.42,2022-04-22,2051,A,61,6.1NRT,309.86,29.37,D
24.37025,-106.90452,331.1,1.77,1.3,2022-04-22,2051,A,76,6.1NRT,310.26,32.9,D
24.39914,-106.85545,332.42,1.78,1.31,2022-04-22,2051,A,78,6.1NRT,311.97,32.8,D
24.59206,-106.10921,325.69,2.03,1.39,2022-04-22,2051,A,56,6.1NRT,308.71,33.23,D
24.60442,-106.11103,322.85,2.03,1.39,2022-04-22,2051,A,19,6.1NRT,307.42,24.51,D
24.86814,-107.05025,327.42,1.75,1.3,2022-04-22,2051,A,66,6.1NRT,310.48,18.3,D
24.93661,-107.04946,344.49,1.76,1.3,2022-04-22,2051,A,89,6.1NRT,313.27,80.01,D
24.9482,-107.05129,394.62,1.76,1.3,2022-04-22,2051,A,100,6.1NRT,315.08,470.7,D
24.94638,-107.06812,351.02,1.75,1.3,2022-04-22,2051,A,94,6.1NRT,313.36,108.46,D
27.01798,-107.15295,323.6,1.85,1.33,2022-04-22,2053,A,37,6.1NRT,305.86,24.69,D
26.93969,-109.00789,326.41,1.39,1.17,2022-04-22,2053,A,29,6.1NRT,309.35,13.1,D
27.38518,-107.35258,325.07,1.81,1.32,2022-04-22,2053,A,57,6.1NRT,309.55,23.61,D
27.23522,-108.81828,332.28,1.44,1.19,2022-04-22,2053,A,35,6.1NRT,319.55,16.86,D
32.60041,-115.12502,336.18,1.01,1,2022-04-22,2053,A,85,6.1NRT,304.11,27.05,D
32.59885,-115.13557,340.88,1.01,1,2022-04-22,2053,A,89,6.1NRT,305.52,34.53,D
29.83883,-84.96871,344.39,1.38,1.16,2022-04-22,1915,A,92,6.1NRT,300.6,71,D
29.83727,-84.98287,327.76,1.38,1.16,2022-04-22,1915,A,81,6.1NRT,299.54,31.39,D
30.34249,-84.53515,322.38,1.49,1.2,2022-04-22,1915,A,48,6.1NRT,300.69,22.36,D
30.35327,-84.53671,322.24,1.49,1.2,2022-04-22,1915,A,32,6.1NRT,299.95,21.14,D
30.26168,-85.89898,314.24,1.24,1.11,2022-04-22,1915,A,56,6.1NRT,301.35,7.92,D
30.43581,-85.28108,332.76,1.35,1.15,2022-04-22,1915,A,84,6.1NRT,307.98,32.61,D
30.47304,-85.01988,333.89,1.4,1.17,2022-04-22,1915,A,85,6.1NRT,298.91,45.25,D
30.44342,-85.28922,323.55,1.35,1.15,2022-04-22,1915,A,62,6.1NRT,306.93,15.86,D
30.4835,-85.02145,327.79,1.4,1.17,2022-04-22,1915,A,80,6.1NRT,301.67,32.35,D
30.58327,-84.29489,310.88,1.55,1.23,2022-04-22,1915,A,29,6.1NRT,298.65,8.32,D
30.44313,-85.5668,328.73,1.3,1.13,2022-04-22,1915,A,81,6.1NRT,308.96,21.71,D
30.67035,-83.9962,316.35,1.62,1.25,2022-04-22,1915,A,56,6.1NRT,298.87,14.11,D
30.62911,-84.61028,318.2,1.48,1.2,2022-04-22,1915,A,68,6.1NRT,300.11,17.69,D
30.83589,-83.83498,315.04,1.67,1.27,2022-04-22,1915,A,63,6.1NRT,300.33,13.62,D
30.53862,-86.70711,339.19,1.15,1.07,2022-04-22,1915,A,89,6.1NRT,306.08,34.7,D
30.53714,-86.71888,353.22,1.14,1.07,2022-04-22,1915,A,96,6.1NRT,306.74,68.56,D
30.53565,-86.73068,328.26,1.14,1.07,2022-04-22,1915,A,80,6.1NRT,303.15,18.82,D
30.54286,-86.70141,326.55,1.15,1.07,2022-04-22,1915,A,58,6.1NRT,306.87,17.65,D
30.54142,-86.71323,364.39,1.15,1.07,2022-04-22,1915,A,100,6.1NRT,309.02,107.82,D
30.53998,-86.72501,351.41,1.14,1.07,2022-04-22,1915,A,96,6.1NRT,306.35,67.28,D
30.55238,-86.70299,348.29,1.15,1.07,2022-04-22,1915,A,94,6.1NRT,308.65,57.82,D
30.55093,-86.71481,364.26,1.15,1.07,2022-04-22,1915,A,100,6.1NRT,308.97,106.34,D
30.54949,-86.72661,333.23,1.14,1.07,2022-04-22,1915,A,80,6.1NRT,302.95,28.04,D
30.97999,-83.86708,316.15,1.67,1.27,2022-04-22,1915,A,63,6.1NRT,300.69,13.95,D
30.44199,-88.68179,330.6,1.01,1,2022-04-22,1915,A,83,6.1NRT,301.8,23.46,D
30.44055,-88.69215,321.6,1.01,1,2022-04-22,1915,A,74,6.1NRT,300.81,12.97,D
31.13428,-83.80508,314.13,1.69,1.28,2022-04-22,1915,A,52,6.1NRT,298.55,11.81,D
31.13265,-83.81167,315.82,1.69,1.28,2022-04-22,1915,A,60,6.1NRT,298.2,13.98,D
30.82388,-87.12476,321.47,1.11,1.05,2022-04-22,1915,A,64,6.1NRT,301.45,11.41,D
30.52711,-89.94434,323.56,1.01,1,2022-04-22,1915,A,76,6.1NRT,296.34,16.31,D
30.43077,-90.58179,317.53,1.03,1.02,2022-04-22,1915,A,70,6.1NRT,298.63,10.18,D
30.88923,-87.8222,318.56,1.05,1.03,2022-04-22,1915,A,70,6.1NRT,302.44,9.83,D
30.92958,-87.72867,312.76,1.06,1.03,2022-04-22,1915,A,42,6.1NRT,300.42,5.54,D
30.93663,-88.01381,319.86,1.04,1.02,2022-04-22,1915,A,72,6.1NRT,304.13,12.53,D
31.6249,-83.89086,333.98,1.7,1.28,2022-04-22,1915,A,85,6.1NRT,303.18,54.73,D
31.62314,-83.90858,332.95,1.69,1.28,2022-04-22,1915,A,85,6.1NRT,302.73,50.82,D
31.37773,-86.70088,311.26,1.17,1.08,2022-04-22,1915,A,48,6.1NRT,300.22,6.36,D
30.35818,-93.50495,368.68,1.37,1.16,2022-04-22,1915,A,100,6.1NRT,301.9,168.43,D
30.35566,-93.51892,331.75,1.37,1.16,2022-04-22,1915,A,85,6.1NRT,299.44,39.83,D
31.09001,-89.37578,318.01,1,1,2022-04-22,1915,A,30,6.1NRT,299.25,9.85,D
32.01365,-81.58095,321.06,2.46,1.51,2022-04-22,1915,A,73,6.1NRT,296.49,48.24,D
32.01157,-81.60677,322.25,2.45,1.51,2022-04-22,1915,A,74,6.1NRT,297.15,52.66,D
31.37943,-89.15161,317.38,1,1,2022-04-22,1915,A,70,6.1NRT,300.87,9.21,D
32.1203,-83.15408,314.98,1.93,1.36,2022-04-22,1915,A,60,6.1NRT,297.21,17.82,D
31.45744,-88.86211,313.13,1.01,1.01,2022-04-22,1915,A,60,6.1NRT,301.6,6.68,D
31.45599,-88.87259,316.46,1.01,1,2022-04-22,1915,A,68,6.1NRT,300,9.49,D
32.12699,-83.14163,311.66,1.93,1.36,2022-04-22,1915,A,50,6.1NRT,298.37,12.34,D
32.12515,-83.16201,313.78,1.93,1.36,2022-04-22,1915,A,59,6.1NRT,298.86,16.43,D
31.60331,-88.12312,309.36,1.05,1.02,2022-04-22,1915,A,36,6.1NRT,298.47,3.88,D
31.81211,-87.63913,326.92,1.09,1.04,2022-04-22,1915,A,81,6.1NRT,300.32,22,D
31.81068,-87.65044,338.33,1.08,1.04,2022-04-22,1915,A,89,6.1NRT,300.75,39.77,D
31.07908,-93.0468,313.54,1.26,1.12,2022-04-22,1915,A,15,6.1NRT,298.11,7.07,D
32.60041,-82.88608,321.84,2.04,1.39,2022-04-22,1915,A,75,6.1NRT,300.6,35.6,D
32.60316,-82.87028,315.75,2.04,1.39,2022-04-22,1915,A,65,6.1NRT,299.92,20.51,D
32.6013,-82.89172,315.93,2.04,1.39,2022-04-22,1915,A,66,6.1NRT,299.71,21.41,D
32.88768,-80.76883,309.26,2.86,1.61,2022-04-22,1915,A,41,6.1NRT,294.02,18.78,D
32.74067,-84.56721,313.45,1.59,1.24,2022-04-22,1915,A,61,6.1NRT,298.16,15.38,D
32.1925,-89.33413,308.35,1,1,2022-04-22,1915,A,39,6.1NRT,298.01,3.91,D
32.58949,-86.50721,316.02,1.23,1.1,2022-04-22,1915,A,67,6.1NRT,299.42,9.9,D
32.588,-86.52016,332.42,1.23,1.1,2022-04-22,1915,A,85,6.1NRT,301.18,33.83,D
